post_id,caption_text,topic,hashtags_count,post_length,likes,shares,comments,is_viral
7615,this post will change your life,motivation,6,272,11657,2872,3275,0
7616,learning ai is the future,meme,5,242,21768,7411,6059,1
7617,,tech,0,140,42232,9856,5966,1
7618,this post will change your life,motivation,8,73,44028,937,1611,1
7619,this post will change your life,tech,12,113,42508,4535,1122,0
7620,this post will change your life,motivation,2,263,43818,6118,4544,0
7621,coding memes are funny,motivation,11,47,37985,646,7403,0
7622,hard work always pays off,,6,90,41514,6056,1432,0
7623,stay consistent and grow,education,11,285,46238,9828,2825,1
7624,breaking news happening now,,0,8,3546,4576,3360,0
7625,,meme,14,41,11752,3636,6009,0
7626,,meme,0,140,5144,1758,568,1
7627,,,10,13,37079,2107,4777,0
7628,coding memes are funny,education,0,83,9291,2610,5171,0
7629,hard work always pays off,news,12,247,38740,1181,6782,0
7630,this post will change your life,,11,276,44304,8388,4158,0
7631,this post will change your life,meme,14,176,47041,5016,1643,0
7632,coding memes are funny,education,3,243,7835,9118,5774,1
7633,breaking news happening now,motivation,0,69,30221,1993,647,1
7634,coding memes are funny,motivation,12,18,33480,6544,677,1
7635,coding memes are funny,meme,13,223,20548,4315,7919,0
7636,stay consistent and grow,motivation,0,130,4976,6640,5659,1
7637,hard work always pays off,meme,8,30,39436,7180,2375,1
7638,learning ai is the future,tech,13,257,42068,7277,3927,1
7639,stay consistent and grow,education,7,276,26893,6219,257,1
7640,,news,4,224,39769,6798,4226,0
7641,breaking news happening now,meme,12,207,33513,9401,6936,0
7642,breaking news happening now,news,1,27,8491,6141,6049,1
7643,coding memes are funny,education,6,98,37402,2720,6563,1
7644,coding memes are funny,,11,227,38056,2339,5328,1
7645,this post will change your life,education,0,152,32724,9563,766,1
7646,coding memes are funny,tech,10,63,44599,8084,1971,1
7647,hard work always pays off,education,8,163,5469,1541,6162,1
7648,this post will change your life,motivation,0,136,47659,2168,92,0
7649,learning ai is the future,,2,260,11273,5762,189,1
7650,hard work always pays off,news,5,22,34207,3995,4787,0
7651,breaking news happening now,education,3,195,4677,6821,2300,1
7652,breaking news happening now,education,1,227,27929,3806,5586,0
7653,hard work always pays off,news,4,23,34519,2359,6884,1
7654,stay consistent and grow,news,9,123,38440,9622,227,0
7655,coding memes are funny,tech,0,224,42995,2883,3101,0
7656,coding memes are funny,education,0,170,28461,9892,1674,0
7657,coding memes are funny,motivation,14,161,47117,2742,776,1
7658,breaking news happening now,motivation,10,252,29996,6970,4212,1
7659,hard work always pays off,tech,5,259,33945,8618,1636,0
7660,coding memes are funny,education,10,180,18019,7940,6241,0
7661,stay consistent and grow,news,8,180,27654,2251,4243,1
7662,this post will change your life,motivation,9,193,676,124,3843,0
7663,breaking news happening now,,6,180,41187,2492,7748,0
7664,,,9,86,29617,4021,4276,1
7665,stay consistent and grow,education,3,268,7361,6969,7372,1
7666,hard work always pays off,tech,13,218,13267,9309,4931,1
7667,stay consistent and grow,tech,7,92,18281,8958,137,1
7668,hard work always pays off,,0,274,46455,597,7404,0
7669,hard work always pays off,news,13,260,17639,7981,1131,0
7670,hard work always pays off,tech,12,51,3315,4433,491,1
7671,learning ai is the future,tech,4,28,15030,838,6465,0
7672,this post will change your life,tech,1,254,16648,6667,4477,0
7673,stay consistent and grow,motivation,10,291,39838,6433,4350,0
7674,learning ai is the future,news,2,52,19554,2533,1462,1
7675,stay consistent and grow,news,9,49,20060,7981,3565,1
7676,coding memes are funny,news,3,161,21427,9934,2697,0
7677,stay consistent and grow,tech,0,123,40093,797,1582,1
7678,learning ai is the future,tech,4,114,47180,6397,65,0
7679,learning ai is the future,,9,195,8586,4369,3791,1
7680,breaking news happening now,motivation,5,52,41240,8193,5062,0
7681,hard work always pays off,tech,10,198,6809,367,5576,0
7682,learning ai is the future,motivation,0,41,27859,2625,1390,1
7683,hard work always pays off,news,12,255,31348,2169,5527,1
7684,this post will change your life,motivation,3,130,33356,6260,1480,0
7685,learning ai is the future,education,1,49,7839,6060,4525,0
7686,breaking news happening now,meme,0,189,28002,9517,3292,1
7687,breaking news happening now,tech,13,22,14901,7738,7303,0
7688,coding memes are funny,news,4,17,8860,2496,6155,0
7689,learning ai is the future,meme,11,289,1698,983,5249,0
7690,this post will change your life,,10,206,25139,6153,6024,1
7691,hard work always pays off,meme,0,24,5235,8884,6982,1
7692,stay consistent and grow,news,13,233,44244,1757,5020,0
7693,,,7,237,17291,5383,1375,0
7694,stay consistent and grow,meme,1,193,46060,5695,4947,1
7695,stay consistent and grow,motivation,4,90,8276,1184,5881,0
7696,stay consistent and grow,news,14,122,10804,5841,2710,1
7697,learning ai is the future,news,14,175,13648,9565,4568,1
7698,coding memes are funny,,2,179,1603,8915,6734,1
7699,breaking news happening now,motivation,5,286,6316,1005,6688,1
7700,,education,5,133,29296,4258,3043,1
7701,stay consistent and grow,education,7,227,44832,763,7901,1
7702,learning ai is the future,meme,10,205,10183,8776,6287,0
7703,coding memes are funny,news,4,30,16056,4744,6536,1
7704,this post will change your life,motivation,4,68,12561,9182,1643,0
7705,stay consistent and grow,,4,194,38543,8567,4041,1
7706,,news,8,266,6750,7530,6051,0
7707,hard work always pays off,,1,253,45615,7263,182,1
7708,this post will change your life,,2,114,31528,7533,3758,0
7709,this post will change your life,motivation,14,70,35920,2829,6257,1
7710,stay consistent and grow,education,3,174,40604,163,7309,1
7711,hard work always pays off,education,12,31,6376,1631,5794,1
7712,,meme,6,290,32016,4762,3703,0
7713,learning ai is the future,,9,86,5657,3827,3085,1
7714,hard work always pays off,,11,102,5065,7547,4352,0
7715,coding memes are funny,motivation,0,217,26023,4116,562,1
7716,this post will change your life,,2,69,32647,1607,5591,0
7717,stay consistent and grow,education,9,179,16048,6019,1611,0
7718,hard work always pays off,tech,6,164,11943,7230,2095,0
7719,breaking news happening now,education,7,166,3196,3817,2549,1
7720,hard work always pays off,news,1,121,16641,9950,7865,0
7721,hard work always pays off,,10,274,17076,316,4264,1
7722,coding memes are funny,,2,9,9934,1891,1268,0
7723,stay consistent and grow,,13,40,54,8848,2760,1
7724,this post will change your life,motivation,6,130,23195,1925,5004,0
7725,coding memes are funny,,12,250,2471,7233,1208,1
7726,coding memes are funny,tech,6,269,16322,9804,7833,0
7727,breaking news happening now,,2,113,22991,3642,5262,1
7728,coding memes are funny,education,9,167,18038,6393,254,1
7729,stay consistent and grow,education,4,50,2300,4694,4843,0
7730,coding memes are funny,motivation,6,109,29698,4134,1655,0
7731,breaking news happening now,tech,2,273,23799,7772,6735,0
7732,,motivation,7,65,9866,8753,3977,0
7733,learning ai is the future,education,11,34,10862,144,6288,1
7734,coding memes are funny,meme,14,102,27288,7333,103,1
7735,hard work always pays off,motivation,3,36,833,5884,6135,1
7736,coding memes are funny,,10,235,43708,6328,2156,1
7737,,education,13,199,38098,471,1801,1
7738,this post will change your life,motivation,6,102,37104,9221,7598,0
7739,hard work always pays off,education,1,140,18618,2610,7790,0
7740,hard work always pays off,motivation,4,36,13917,1097,7177,1
7741,learning ai is the future,education,5,267,36246,932,1980,0
7742,this post will change your life,tech,12,280,28288,8598,4130,0
7743,this post will change your life,news,12,153,5642,1539,3432,0
7744,this post will change your life,news,0,96,18127,8547,903,1
7745,coding memes are funny,motivation,10,42,38902,7278,3721,0
7746,,,13,109,22630,8590,1222,0
7747,coding memes are funny,education,8,169,16110,5460,4449,0
7748,hard work always pays off,news,13,21,24070,4395,3520,1
7749,learning ai is the future,news,8,165,2213,5125,5444,1
7750,coding memes are funny,motivation,3,14,16387,3094,5584,1
7751,stay consistent and grow,,4,41,36405,8056,47,0
7752,stay consistent and grow,motivation,8,131,4347,7550,5395,1
7753,coding memes are funny,motivation,14,255,23799,8364,5955,1
7754,,meme,9,288,471,1042,7213,0
7755,learning ai is the future,tech,10,219,23453,1822,7265,1
7756,,tech,1,174,43506,6494,7715,0
7757,this post will change your life,tech,4,124,2313,8210,3310,0
7758,hard work always pays off,education,3,62,25835,9210,3584,1
7759,coding memes are funny,education,1,180,26549,3999,3121,1
7760,learning ai is the future,tech,1,20,5747,8789,827,1
7761,learning ai is the future,motivation,13,239,32518,2811,7015,1
7762,,meme,14,228,33975,5293,3100,0
7763,this post will change your life,tech,8,66,13843,1028,5139,0
7764,,,9,93,22277,3605,1052,0
7765,,motivation,11,147,30037,5664,2063,0
7766,breaking news happening now,news,7,20,18173,5901,4431,0
7767,,meme,9,213,26639,3805,7651,1
7768,breaking news happening now,education,9,31,3169,2517,2284,0
7769,breaking news happening now,news,7,51,37782,9759,3495,0
7770,,news,7,158,44546,2706,2040,0
7771,breaking news happening now,,4,143,17179,9562,2391,1
7772,coding memes are funny,,13,95,23442,9476,2448,0
7773,,,3,13,11877,2172,3802,0
7774,stay consistent and grow,news,9,186,7737,5385,5095,1
7775,stay consistent and grow,motivation,12,15,40636,2602,6728,0
7776,learning ai is the future,tech,2,11,29289,4998,6291,1
7777,stay consistent and grow,news,1,32,19028,1418,5805,1
7778,stay consistent and grow,tech,9,66,20866,1231,4119,1
7779,hard work always pays off,news,4,168,15904,5620,4521,0
7780,,motivation,13,119,903,9456,2516,1
7781,stay consistent and grow,tech,7,77,34214,2526,5328,0
7782,stay consistent and grow,education,4,103,45002,8945,3046,1
7783,,meme,6,195,36265,3409,3633,0
7784,,news,4,209,21787,6441,4382,1
7785,stay consistent and grow,news,9,72,25500,4122,3981,1
7786,coding memes are funny,motivation,8,270,14314,6544,7076,0
7787,breaking news happening now,meme,7,30,44254,449,6156,0
7788,hard work always pays off,,7,246,16051,1184,348,0
7789,hard work always pays off,tech,0,149,29008,564,992,1
7790,stay consistent and grow,news,4,159,21581,3294,4052,0
7791,stay consistent and grow,education,8,282,10403,815,3754,1
7792,breaking news happening now,,10,112,12512,8996,5765,1
7793,hard work always pays off,,7,40,48404,3931,2126,1
7794,coding memes are funny,education,0,293,20516,9772,2317,1
7795,this post will change your life,motivation,8,185,44001,6100,2463,1
7796,coding memes are funny,,9,259,29457,5613,5566,0
7797,coding memes are funny,news,13,161,3601,3033,1800,0
7798,this post will change your life,motivation,0,127,1220,5382,5933,0
7799,breaking news happening now,meme,4,275,28747,1192,6345,1
7800,breaking news happening now,education,14,186,4856,6984,7506,1
7801,,education,9,247,48751,345,6466,1
7802,this post will change your life,motivation,14,194,43521,4069,6687,0
7803,stay consistent and grow,meme,0,61,2319,5993,512,0
7804,,,14,132,33443,1402,1679,1
7805,coding memes are funny,tech,7,83,49250,6372,6501,1
7806,learning ai is the future,meme,10,75,47393,7425,1132,1
7807,hard work always pays off,motivation,1,62,16481,6016,4090,1
7808,hard work always pays off,,5,289,9747,3884,7795,0
7809,hard work always pays off,,1,50,28235,9387,4511,1
7810,learning ai is the future,,1,247,1260,8611,1473,0
7811,coding memes are funny,motivation,0,58,49522,2217,4451,1
7812,breaking news happening now,meme,5,212,17558,4542,7032,1
7813,stay consistent and grow,motivation,4,89,4088,2318,3410,0
7814,this post will change your life,education,3,11,15648,9079,7086,1
7815,hard work always pays off,motivation,13,289,39558,2138,2638,0
7816,stay consistent and grow,tech,11,141,7218,9473,6391,1
7817,learning ai is the future,education,3,53,17455,9351,4,1
7818,stay consistent and grow,news,8,197,43633,7573,5005,0
7819,this post will change your life,education,10,88,19534,6970,6980,0
7820,coding memes are funny,education,1,99,27390,614,2058,1
7821,learning ai is the future,education,9,19,22852,9717,6170,0
7822,stay consistent and grow,,6,183,3263,7186,806,1
7823,learning ai is the future,meme,13,38,28407,3967,3684,1
7824,this post will change your life,news,4,73,43789,2803,6406,1
7825,this post will change your life,tech,14,250,18154,5511,5761,1
7826,hard work always pays off,education,13,218,945,3589,7344,1
7827,coding memes are funny,meme,9,16,25959,8237,3113,0
7828,this post will change your life,motivation,12,177,2952,5956,3734,0
7829,hard work always pays off,news,13,163,8235,1843,2068,1
7830,stay consistent and grow,,8,225,26335,2617,3958,0
7831,hard work always pays off,tech,3,154,48660,5502,5744,0
7832,this post will change your life,news,5,244,18648,8259,982,1
7833,learning ai is the future,tech,14,76,13367,1852,6784,1
7834,stay consistent and grow,tech,12,196,21457,2241,7676,0
7835,learning ai is the future,motivation,12,233,17418,902,4380,0
7836,learning ai is the future,tech,1,288,43486,9779,5938,0
7837,hard work always pays off,motivation,0,238,41853,4658,1186,1
7838,learning ai is the future,education,11,47,49720,1488,5922,0
7839,coding memes are funny,news,0,283,104,2156,4644,1
7840,learning ai is the future,tech,3,247,30695,4834,3502,0
7841,,motivation,10,101,28625,127,657,1
7842,stay consistent and grow,education,8,94,3664,7531,5472,0
7843,stay consistent and grow,news,2,239,41580,9613,1669,0
7844,learning ai is the future,education,11,101,45605,3209,585,1
7845,hard work always pays off,meme,12,298,16027,7128,2459,1
7846,stay consistent and grow,news,2,276,2054,3172,2617,0
7847,,motivation,14,78,43937,1137,4939,0
7848,,tech,14,256,30763,2885,7363,1
7849,breaking news happening now,motivation,11,45,25793,7540,4208,1
7850,coding memes are funny,,11,277,2709,1659,6680,0
7851,hard work always pays off,motivation,6,283,44985,6802,6086,1
7852,coding memes are funny,motivation,7,5,37111,5466,3877,0
7853,coding memes are funny,news,10,97,3968,2985,4307,0
7854,learning ai is the future,news,5,285,1633,943,6012,1
7855,coding memes are funny,meme,0,10,8228,4560,2358,1
7856,,,5,279,30008,8451,43,0
7857,learning ai is the future,education,7,107,23178,5256,3990,0
7858,coding memes are funny,,4,298,21052,1571,5946,0
7859,stay consistent and grow,motivation,7,111,42970,8340,6727,0
7860,,meme,11,234,21133,9571,5352,0
7861,breaking news happening now,meme,0,209,6727,4419,1273,0
7862,coding memes are funny,news,11,182,9808,7670,464,1
7863,this post will change your life,education,3,102,43084,7407,3996,0
7864,learning ai is the future,meme,14,62,46823,8246,4143,0
7865,breaking news happening now,tech,11,181,17262,7557,1250,1
7866,learning ai is the future,meme,8,102,3334,5053,1973,1
7867,breaking news happening now,news,9,229,1448,613,5620,1
7868,learning ai is the future,motivation,4,240,32365,6477,7705,0
7869,,news,12,96,28394,6218,4984,0
7870,this post will change your life,news,9,255,33507,7380,3209,0
7871,stay consistent and grow,education,11,220,14429,6271,5962,1
7872,this post will change your life,,9,209,29881,8486,7118,0
7873,,tech,13,30,7971,3954,7761,0
7874,breaking news happening now,tech,2,139,27139,57,6339,1
7875,hard work always pays off,,2,48,45384,4246,3034,0
7876,learning ai is the future,education,8,146,352,2520,7276,1
7877,hard work always pays off,education,0,56,22073,1691,3652,0
7878,coding memes are funny,meme,10,164,37051,3410,4421,0
7879,this post will change your life,,5,207,29383,3514,2185,0
7880,,tech,5,79,4686,4122,6034,1
7881,learning ai is the future,news,9,189,16613,463,7409,0
7882,this post will change your life,,14,56,47004,7273,7243,0
7883,coding memes are funny,meme,7,243,320,6582,4794,0
7884,stay consistent and grow,tech,13,118,18917,6218,2071,1
7885,breaking news happening now,,7,193,45133,379,1871,0
7886,learning ai is the future,motivation,0,66,46535,4037,1096,0
7887,,news,6,250,39430,8379,1356,1
7888,learning ai is the future,,9,218,28495,3239,785,0
7889,learning ai is the future,news,0,163,24768,8168,7071,1
7890,breaking news happening now,meme,7,291,15081,3387,3819,0
7891,this post will change your life,tech,4,16,6987,7243,124,1
7892,breaking news happening now,education,1,295,808,8869,6930,1
7893,stay consistent and grow,motivation,2,173,11849,6922,2981,1
7894,this post will change your life,news,10,31,18217,4321,7316,0
7895,stay consistent and grow,education,13,80,4514,8703,2999,0
7896,learning ai is the future,education,14,160,46497,275,5588,0
7897,breaking news happening now,education,8,79,38792,9638,2360,0
7898,stay consistent and grow,education,1,263,17200,6674,4912,1
7899,,meme,3,7,22933,718,6139,0
7900,,,6,289,45476,1775,7803,0
7901,,,7,58,35131,6576,7813,1
7902,coding memes are funny,news,10,227,12299,1256,2614,1
7903,breaking news happening now,education,2,233,35194,8684,4097,0
7904,this post will change your life,education,9,153,31011,6458,3845,1
7905,learning ai is the future,tech,9,242,11049,7042,1232,0
7906,this post will change your life,news,8,45,45919,7416,5373,1
7907,hard work always pays off,,7,238,33662,2248,7410,0
7908,learning ai is the future,motivation,5,24,15440,7649,1053,1
7909,coding memes are funny,education,13,250,2974,5682,7025,1
7910,coding memes are funny,meme,11,64,11027,7190,5430,1
7911,hard work always pays off,,7,207,29557,4093,10,1
7912,this post will change your life,education,14,187,39973,5144,5656,1
7913,,education,10,263,2247,9809,2466,1
7914,coding memes are funny,,9,128,15631,4381,3954,1
7915,this post will change your life,education,7,274,571,4936,968,0
7916,learning ai is the future,news,2,113,5727,1667,1112,1
7917,breaking news happening now,news,6,231,15048,4234,647,1
7918,,education,7,192,33913,9694,7490,0
7919,learning ai is the future,meme,11,181,36067,4474,7129,1
7920,this post will change your life,motivation,5,67,45381,788,2917,0
7921,stay consistent and grow,tech,5,249,23135,6190,4083,0
7922,hard work always pays off,motivation,6,184,3345,1411,3157,1
7923,stay consistent and grow,,12,26,21763,6258,7294,1
7924,learning ai is the future,meme,12,117,22699,7747,7447,1
7925,,,3,114,10587,6371,5780,1
7926,coding memes are funny,,9,7,12962,8758,5263,0
7927,,,12,262,7777,6616,6829,0
7928,learning ai is the future,,14,191,28535,5678,931,1
7929,learning ai is the future,meme,14,32,14881,6061,137,1
7930,learning ai is the future,motivation,9,252,2160,6164,7617,1
7931,hard work always pays off,motivation,8,13,4260,7720,3552,0
7932,,,2,194,9696,8113,858,0
7933,this post will change your life,education,6,292,36239,1205,6416,0
7934,hard work always pays off,motivation,8,79,40677,2744,5066,1
7935,coding memes are funny,,7,106,10212,1666,7804,0
7936,,motivation,6,295,28859,7315,7880,1
7937,this post will change your life,education,14,51,31851,1917,4536,0
7938,coding memes are funny,meme,12,40,46288,919,5897,1
7939,,news,4,151,46078,6337,714,0
7940,this post will change your life,education,1,127,28438,8310,4814,0
7941,this post will change your life,motivation,12,157,36746,4043,7105,0
7942,stay consistent and grow,tech,1,125,23154,5948,1808,0
7943,learning ai is the future,motivation,3,236,13369,3663,1226,1
7944,learning ai is the future,tech,4,99,6744,8754,1002,1
7945,hard work always pays off,education,11,27,32839,5729,3685,1
7946,this post will change your life,news,3,119,22149,5085,1823,1
7947,coding memes are funny,news,13,159,10839,2198,3524,1
7948,learning ai is the future,tech,10,167,31443,5674,3217,0
7949,stay consistent and grow,meme,13,81,5378,1435,5421,1
7950,coding memes are funny,tech,1,296,42856,6505,4324,1
7951,stay consistent and grow,tech,3,220,12089,4532,239,1
7952,learning ai is the future,,10,101,9238,7430,1581,1
7953,this post will change your life,education,12,203,36536,9406,7025,1
7954,coding memes are funny,motivation,4,141,10322,1263,5249,0
7955,hard work always pays off,meme,3,25,1664,8518,2406,0
7956,,,5,164,24322,5738,6682,0
7957,hard work always pays off,,12,125,41750,9127,5482,0
7958,hard work always pays off,tech,9,197,14336,5985,5467,0
7959,learning ai is the future,education,6,219,43374,2663,7800,0
7960,learning ai is the future,,4,147,24219,484,3828,1
7961,hard work always pays off,meme,8,159,7151,263,5147,1
7962,coding memes are funny,news,12,20,43076,3275,2036,1
7963,learning ai is the future,news,3,204,594,3650,6652,0
7964,hard work always pays off,education,10,69,5004,8578,5687,0
7965,learning ai is the future,meme,9,23,32733,5946,3120,1
7966,breaking news happening now,motivation,1,94,15128,1089,1532,0
7967,coding memes are funny,education,10,41,27130,2157,1860,1
7968,this post will change your life,,9,190,34029,9154,2397,0
7969,coding memes are funny,,7,51,37148,2459,2154,1
7970,,motivation,13,135,22902,6471,3162,1
7971,this post will change your life,tech,3,92,35200,4637,7834,0
7972,hard work always pays off,motivation,3,66,43969,1674,6232,1
7973,learning ai is the future,education,2,133,31727,4343,3994,1
7974,hard work always pays off,meme,11,43,15137,5065,3851,1
7975,stay consistent and grow,motivation,8,165,5690,6054,3070,0
7976,this post will change your life,tech,3,283,13536,7549,7171,1
7977,breaking news happening now,meme,1,166,9417,5999,4787,1
7978,this post will change your life,news,10,53,37073,9231,4920,0
7979,learning ai is the future,news,13,129,15381,7726,3830,1
7980,breaking news happening now,meme,0,231,15028,5286,7713,0
7981,learning ai is the future,,11,75,32244,7655,1329,1
7982,breaking news happening now,,0,251,40478,1954,4375,1
7983,learning ai is the future,education,7,43,37185,6590,2425,1
7984,this post will change your life,motivation,12,104,14550,6360,948,1
7985,this post will change your life,motivation,12,5,38146,4971,6928,0
7986,this post will change your life,,0,178,3757,5808,5151,1
7987,this post will change your life,meme,4,168,27000,146,6515,0
7988,breaking news happening now,motivation,12,176,32599,9201,6709,1
7989,,news,12,35,25816,8416,4411,1
7990,coding memes are funny,meme,7,101,19624,4155,54,1
7991,coding memes are funny,,13,114,28221,6149,363,1
7992,,motivation,6,190,13701,2725,3052,1
7993,hard work always pays off,tech,6,57,13764,1816,3005,1
7994,coding memes are funny,,13,107,21937,5021,954,1
7995,hard work always pays off,,7,189,22950,5307,971,1
7996,this post will change your life,education,10,205,8143,3127,901,1
7997,learning ai is the future,tech,2,82,938,5386,3487,0
7998,coding memes are funny,,4,252,33108,8216,7809,0
7999,coding memes are funny,tech,1,265,37242,6839,634,0
8000,this post will change your life,motivation,4,36,10023,9190,655,1
8001,this post will change your life,meme,12,138,7556,5847,1388,0
8002,coding memes are funny,news,4,97,29920,2328,6838,1
8003,this post will change your life,meme,1,185,15938,5615,379,1
8004,coding memes are funny,motivation,9,151,45372,5637,90,1
8005,learning ai is the future,motivation,13,136,4608,6745,4163,0
8006,stay consistent and grow,news,12,164,16190,2326,1179,1
8007,learning ai is the future,tech,11,66,6473,4433,7759,0
8008,hard work always pays off,tech,5,219,44303,3830,7958,1
8009,coding memes are funny,meme,0,284,10219,6688,4142,1
8010,stay consistent and grow,education,7,70,4123,9401,5484,0
8011,learning ai is the future,motivation,10,22,38746,5891,4361,0
8012,stay consistent and grow,news,0,245,38453,8297,3324,1
8013,,meme,2,100,6774,3630,4796,1
8014,learning ai is the future,news,14,52,4490,5628,1361,1
8015,,tech,13,52,13012,1299,7906,0
8016,,,0,244,8484,1115,3764,0
8017,breaking news happening now,tech,13,226,31141,3940,3779,1
8018,stay consistent and grow,meme,1,234,42232,9647,6228,1
8019,learning ai is the future,education,6,159,44449,585,5881,1
8020,hard work always pays off,tech,6,66,40597,8190,2874,0
8021,learning ai is the future,news,12,106,969,4975,4953,1
8022,this post will change your life,motivation,10,5,42934,8878,4623,1
8023,breaking news happening now,motivation,4,44,44675,2323,3235,0
8024,coding memes are funny,education,4,76,34436,780,4114,0
8025,hard work always pays off,meme,13,149,28118,3409,5908,1
8026,stay consistent and grow,education,6,5,18686,4592,6882,1
8027,stay consistent and grow,news,9,82,3279,9559,806,0
8028,learning ai is the future,education,10,209,17591,1679,1012,0
8029,coding memes are funny,motivation,14,209,8594,8123,1060,1
8030,learning ai is the future,,11,26,33806,2940,7352,1
8031,breaking news happening now,tech,9,295,18738,1053,5396,0
8032,,tech,4,236,5272,4179,6100,1
8033,coding memes are funny,,13,49,45259,4951,5888,0
8034,this post will change your life,meme,7,293,25568,3634,3874,0
8035,stay consistent and grow,news,2,201,44393,6512,5359,0
8036,this post will change your life,meme,1,134,15431,249,5216,1
8037,stay consistent and grow,,9,242,24244,3712,3557,1
8038,coding memes are funny,education,3,289,28738,4645,5553,1
8039,this post will change your life,education,14,225,3243,941,3252,1
8040,hard work always pays off,education,6,154,805,5463,7304,0
8041,stay consistent and grow,news,8,217,29372,6208,2654,1
8042,breaking news happening now,tech,2,109,29252,9615,1109,1
8043,hard work always pays off,,10,181,20582,7224,4214,1
8044,coding memes are funny,motivation,2,203,8942,3698,7224,1
8045,hard work always pays off,motivation,10,221,11295,6602,645,0
8046,stay consistent and grow,education,6,20,20219,7072,7727,0
8047,breaking news happening now,education,0,172,36378,846,3898,1
8048,breaking news happening now,education,6,177,1492,4670,6490,1
8049,stay consistent and grow,news,1,68,7457,7143,5206,0
8050,,motivation,9,195,38209,3305,6237,0
8051,coding memes are funny,meme,14,183,13428,1198,1218,0
8052,stay consistent and grow,tech,13,241,25396,8410,6483,1
8053,hard work always pays off,meme,0,14,43678,3090,6770,1
8054,stay consistent and grow,tech,9,80,20279,374,5524,1
8055,breaking news happening now,news,8,218,25161,8232,3470,1
8056,coding memes are funny,tech,0,125,29080,6855,944,1
8057,stay consistent and grow,news,7,177,35541,5594,5881,0
8058,breaking news happening now,motivation,9,60,48690,4954,1641,1
8059,stay consistent and grow,tech,13,234,49312,2698,7542,1
8060,learning ai is the future,education,14,77,25524,1143,7758,1
8061,learning ai is the future,education,6,216,24400,2349,7345,0
8062,breaking news happening now,news,14,17,3541,8000,1454,1
8063,coding memes are funny,motivation,9,68,23506,3121,2756,1
8064,learning ai is the future,news,8,119,34492,8684,4648,1
8065,breaking news happening now,meme,11,220,14242,4347,1107,0
8066,stay consistent and grow,meme,4,162,36075,8687,277,0
8067,this post will change your life,meme,2,118,594,2529,4083,1
8068,stay consistent and grow,education,0,58,44826,8444,2554,0
8069,hard work always pays off,,1,22,12426,1798,2422,1
8070,breaking news happening now,meme,5,29,39145,5842,6491,0
8071,,tech,7,185,21019,7999,6392,1
8072,learning ai is the future,meme,8,280,45858,4347,602,1
8073,breaking news happening now,education,7,15,48401,9999,6604,1
8074,stay consistent and grow,tech,1,172,24708,255,7925,0
8075,,motivation,0,94,48517,7798,957,1
8076,coding memes are funny,news,14,91,32597,9286,4813,0
8077,learning ai is the future,news,9,179,31389,2941,4745,0
8078,coding memes are funny,,3,60,43345,4281,969,0
8079,coding memes are funny,tech,13,293,42476,920,1402,1
8080,stay consistent and grow,,14,221,46912,6942,2194,0
8081,coding memes are funny,tech,4,102,1385,7663,3674,0
8082,,,9,286,15535,160,2135,1
8083,,news,5,33,45679,1259,7400,0
8084,breaking news happening now,news,3,157,24144,2209,2602,0
8085,learning ai is the future,tech,4,111,31943,5000,6464,0
8086,coding memes are funny,news,14,176,8465,274,794,0
8087,this post will change your life,,7,125,48288,9719,2695,0
8088,hard work always pays off,motivation,9,16,46685,1760,5557,1
8089,,meme,2,43,37384,5279,1872,0
8090,breaking news happening now,,0,151,18099,3083,6120,0
8091,this post will change your life,meme,8,151,3082,332,2075,1
8092,,motivation,14,33,19907,2633,2603,0
8093,learning ai is the future,meme,8,198,24065,5268,3690,1
8094,hard work always pays off,meme,14,94,27418,7967,474,0
8095,,meme,1,247,7569,367,3552,1
8096,,education,2,230,2404,6997,4503,0
8097,coding memes are funny,,7,226,10913,1963,7360,0
8098,this post will change your life,,2,24,16821,6563,5483,0
8099,this post will change your life,motivation,2,269,41994,1935,6407,1
8100,coding memes are funny,,5,6,39158,1420,6636,0
8101,stay consistent and grow,news,12,160,1473,8117,2687,0
8102,stay consistent and grow,tech,5,38,45342,9586,2049,1
8103,coding memes are funny,motivation,6,281,41899,7641,7022,1
8104,,motivation,9,210,28727,3081,145,0
8105,this post will change your life,,3,282,344,3714,4558,0
8106,learning ai is the future,education,4,191,7401,1708,1148,0
8107,breaking news happening now,education,9,88,146,1259,3260,1
8108,learning ai is the future,meme,2,195,43295,7871,7977,1
8109,learning ai is the future,education,13,224,29091,6352,6567,0
8110,breaking news happening now,news,1,37,21062,9860,4099,0
8111,learning ai is the future,news,2,295,36493,1589,5439,1
8112,hard work always pays off,meme,11,131,31404,620,6310,1
8113,coding memes are funny,education,2,168,24832,6765,4814,0
8114,this post will change your life,meme,12,194,11443,9272,5721,0
8115,breaking news happening now,tech,1,87,23713,8149,460,0
8116,learning ai is the future,education,0,222,40847,7677,6409,0
8117,this post will change your life,education,10,30,3934,7764,1401,1
8118,stay consistent and grow,education,2,139,44673,2479,228,1
8119,hard work always pays off,education,0,137,18621,4516,1387,0
8120,learning ai is the future,news,7,219,29515,5386,4513,1
8121,learning ai is the future,,4,85,47502,2118,2778,0
8122,learning ai is the future,meme,11,212,48591,149,5786,0
8123,hard work always pays off,news,5,116,31503,4205,6641,1
8124,coding memes are funny,meme,11,127,7067,1641,1452,0
